STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
other,40,U,F,2,,N,L,F,B,R,2
TX,12,H,M,3,,N,L,F,A,S,1
IN,20,U,F,1,,N,L,E,B,S,2
CA,4,H,F,1,,N,L,E,A,U,2
TX,30,H,M,1,,N,L,F,A,C,3
CA,10,N,F,0,,N,L,F,A,U,4
FL,12,N,F,0,,N,L,F,A,S,1
other,49,H,M,2,,N,L,E,D,R,2
other,21,H,M,2,,N,L,E,B,S,3
CA,3,U,F,1,,N,L,E,A,U,1
other,49,H,M,2,,N,L,F,D,R,2
other,29,N,F,0,,N,L,E,A,C,2
other,43,U,M,2,,N,L,F,D,R,2
CA,14,H,F,2,,N,L,F,A,S,1
other,27,H,M,3,,N,L,F,B,C,2
GA,44,N,F,0,,Y,L,F,C,R,2
other,40,U,M,3,,N,L,F,D,T,2
CA,8,H,F,3,12,N,L,D,A,U,3
other,40,H,F,3,,N,L,E,B,R,2
other,13,H,F,3,12,N,L,F,B,S,1
IL,14,H,M,3,,N,L,G,A,S,1
other,18,N,M,0,,N,L,F,B,S,2
FL,13,N,M,0,,N,L,G,B,S,1
CA,3,H,F,3,,N,L,F,A,U,1
other,43,N,F,0,,N,L,F,D,R,2
IL,7,H,M,3,,N,L,F,A,U,2
WI,24,H,F,3,,N,L,F,B,C,1
NC,20,H,F,2,,N,L,F,C,S,2
CA,26,N,F,0,,N,L,E,B,C,2
other,40,H,M,3,,N,L,F,C,T,2
WA,35,H,M,2,,N,L,F,D,T,1
other,31,N,M,0,,N,L,D,B,C,3
other,8,H,M,3,12,Y,L,D,A,U,3
GA,49,H,M,3,,Y,L,G,B,R,2
TX,24,H,M,3,,N,L,E,A,C,1
IN,44,N,M,0,,N,L,E,C,R,2
WI,16,H,F,3,,N,L,G,A,S,2
CA,35,H,M,3,,N,L,G,B,T,1
other,12,U,F,2,,N,L,E,B,S,1
other,18,H,M,1,,N,L,F,A,S,2
CA,11,H,F,2,,N,L,G,A,S,1
NC,39,N,F,0,,N,L,E,C,T,2
MI,40,H,M,3,,N,L,E,B,T,2
GA,14,H,M,1,,N,L,E,A,S,1
other,14,N,M,0,,N,L,F,B,S,1
MI,38,H,M,3,,N,L,E,A,T,2
CA,2,H,F,1,,N,L,F,A,U,1
other,17,H,F,3,,N,L,E,B,S,2
other,4,U,F,2,,N,L,D,A,U,2
other,51,U,M,3,,N,L,F,D,R,3
other,34,H,M,3,,Y,L,G,C,T,1
TX,15,H,F,3,,N,L,D,A,S,1
IL,16,N,F,0,,N,L,F,A,S,2
other,20,H,F,2,,N,L,F,B,S,2
other,38,N,F,0,,N,L,E,B,T,2
IN,24,H,F,3,,N,L,E,B,C,1
IN,49,H,M,2,,N,L,E,D,R,2
other,50,H,M,3,,N,L,F,C,R,3
MI,5,H,M,3,,Y,L,E,A,U,2
CA,8,H,M,3,,Y,L,F,A,U,3
IL,46,U,F,3,,N,L,F,D,R,2
CA,6,H,M,2,,N,L,F,A,U,2
IL,31,H,M,2,,N,L,E,B,C,3
CA,27,N,F,0,,N,L,F,A,C,2
MI,40,U,F,3,12,N,L,F,C,R,2
MO,41,H,F,3,12,N,L,E,D,T,3
MO,43,N,F,0,,N,L,F,C,R,2
other,18,H,M,3,,N,L,E,C,S,2
other,51,N,F,0,,N,L,G,B,R,3
MO,27,U,F,3,,N,L,D,A,C,2
FL,23,N,F,0,,N,L,G,B,C,1
WI,23,H,F,3,,N,L,F,B,C,1
FL,21,H,F,3,,N,L,F,A,S,3
CA,3,H,F,3,,N,L,F,A,U,1
other,31,N,M,0,,N,L,F,B,C,3
IN,44,N,M,0,,N,L,F,C,R,2
CA,2,H,U,2,,N,L,G,A,U,1
WA,27,U,M,1,,N,L,E,A,C,2
other,46,N,M,0,,N,L,F,D,R,2
GA,24,H,F,2,,N,L,F,B,C,1
IL,40,H,M,2,,N,L,F,A,T,2
other,39,U,F,3,,Y,L,E,B,T,2
NC,35,U,F,1,12,N,L,F,B,T,1
CA,24,U,F,2,,N,L,F,A,C,1
TX,53,H,F,2,,N,L,F,D,R,3
other,36,N,F,0,,N,L,G,D,T,2
IL,46,N,M,0,,N,L,F,C,R,2
FL,16,H,M,2,,N,L,F,B,S,2
other,36,N,M,0,,N,L,F,D,T,2
other,17,H,M,2,,N,L,F,B,S,2
other,30,N,F,0,,N,L,F,C,C,3
CA,34,H,M,3,,N,L,F,B,T,1
IL,46,H,F,2,,N,L,F,B,R,2
CA,8,N,F,0,,N,L,F,A,U,3
CA,24,N,M,0,,N,L,F,A,C,1
WA,25,U,M,3,,N,L,F,A,C,2
TX,42,H,F,2,,N,L,F,B,R,1
WA,20,U,F,2,,N,L,F,A,S,2
MI,21,H,M,3,,N,L,G,C,S,3
GA,40,H,F,2,,N,L,F,A,T,2
other,38,N,M,0,,N,L,F,B,T,2
other,18,H,F,3,,N,L,F,B,S,2
GA,50,U,M,3,,N,L,G,D,R,3
MO,20,H,M,3,,N,L,E,A,S,2
IL,14,U,F,3,,N,L,F,A,S,1
other,35,H,F,3,,N,L,D,A,T,1
MI,51,H,F,3,,N,L,F,D,R,3
MI,24,H,F,2,,N,L,F,C,C,1
CA,2,H,F,3,,N,L,G,A,U,1
TX,45,H,M,2,,N,L,G,D,R,2
WA,40,U,F,3,,Y,L,E,B,T,2
other,36,U,F,2,,N,L,E,B,T,2
other,27,U,F,2,,N,L,E,B,C,2
other,47,U,M,1,,N,L,F,C,R,2
MI,17,U,F,3,12,N,L,G,B,S,2
MI,21,N,M,0,,N,L,G,C,S,3
TX,53,N,M,0,,N,L,F,D,R,3
other,18,H,M,3,,Y,L,E,A,S,2
MI,10,U,F,1,,N,L,E,A,U,4
NC,47,U,M,2,,N,L,E,C,R,2
other,36,N,M,0,12,Y,L,F,D,T,2
CA,35,H,M,3,,Y,L,F,C,T,1
other,39,U,F,3,12,N,L,G,B,T,2
GA,47,H,M,2,,N,L,G,D,R,2
FL,20,H,M,3,,N,L,F,B,S,2
CA,1,U,U,3,,N,L,F,A,U,1
MI,36,U,M,3,,N,L,E,A,T,2
other,29,H,M,3,,N,L,E,A,C,2
CA,2,H,M,3,,N,L,D,B,U,1
CA,40,H,M,3,,N,L,F,A,T,2
WA,30,H,F,2,,N,L,D,B,C,3
IL,18,H,F,3,,N,L,F,A,S,2
other,3,H,F,3,,N,L,E,B,U,1
CA,9,U,F,3,,N,L,F,A,U,3
IL,49,H,F,3,,N,L,F,A,R,2
GA,27,U,F,1,,Y,L,F,B,C,2
GA,36,H,U,3,,N,L,E,D,T,2
WA,13,N,F,0,,N,L,F,A,S,1
NC,28,U,F,2,,N,L,E,B,C,2
other,36,H,F,2,,N,L,G,B,T,2
other,34,H,M,3,,N,L,F,C,T,1
FL,28,N,F,0,,N,L,E,B,C,2
WI,43,H,M,3,,N,L,F,D,R,2
CA,18,H,M,3,,N,L,F,B,S,2
other,45,U,F,3,,N,L,G,C,R,2
IN,30,H,F,3,,N,L,E,C,C,3
TX,22,H,M,3,,N,L,E,C,C,1
TX,2,N,M,0,,N,L,F,A,U,1
other,49,H,F,2,,N,L,G,D,R,2
CA,18,H,M,3,,Y,L,E,A,S,2
other,43,N,F,0,,N,L,F,C,R,2
MO,22,U,M,3,,N,L,F,B,C,1
IL,8,H,M,3,,N,L,F,A,U,3
other,44,H,U,2,,N,L,F,C,R,2
GA,11,H,F,3,,N,L,D,A,S,1
MO,16,U,F,3,,N,L,F,B,S,2
other,51,N,F,0,12,N,L,E,D,R,3
NC,41,U,F,3,,N,L,F,C,T,3
other,39,U,U,2,,Y,L,E,C,T,2
TX,35,N,F,0,,N,L,E,A,T,1
WI,11,H,F,3,,N,L,F,B,S,1
other,13,N,M,0,,N,L,G,A,S,1
other,14,H,F,3,,N,L,F,B,S,1
WA,31,U,M,2,,N,L,F,B,C,3
CA,27,H,M,3,,N,L,F,A,C,2
other,29,H,M,3,,N,L,F,A,C,2
CA,24,N,F,0,,N,L,F,A,C,1
CA,8,H,F,1,,N,L,F,B,U,3
other,47,N,F,0,,Y,L,F,D,R,2
TX,14,H,F,3,,N,L,E,A,S,1
other,41,U,F,3,,N,L,E,D,T,3
other,39,U,F,3,,N,L,G,D,T,2
WI,45,U,M,3,,N,L,E,D,R,2
CA,13,H,F,3,,N,L,E,A,S,1
other,36,N,F,0,12,N,L,F,D,T,2
FL,20,N,M,0,,Y,L,F,A,S,2
IL,4,H,F,2,,N,L,F,A,U,2
IN,16,H,F,2,,N,L,G,B,S,2
other,11,H,M,3,,N,L,G,D,S,1
IN,10,U,F,3,,N,L,F,B,U,4
IL,36,U,M,3,,N,L,D,D,T,2
other,17,H,F,3,,N,L,F,D,S,2
CA,13,H,F,3,,N,L,F,A,S,1
TX,25,H,J,3,,Y,L,G,C,C,2
NC,28,H,F,3,,N,L,E,B,C,2
other,42,U,F,3,,N,L,F,D,R,1
CA,13,U,F,1,,N,L,F,A,S,1
other,26,N,F,0,,N,L,F,C,C,2
other,27,H,F,3,,N,L,F,B,C,2
MO,10,U,F,1,,N,L,E,A,U,4
MI,21,H,F,3,,N,L,D,A,S,3
FL,14,N,M,0,,N,L,G,A,S,1
MI,12,H,M,2,,N,L,G,A,S,1
CA,7,N,M,0,,N,L,G,A,U,2
IN,21,H,F,3,,N,L,E,B,S,3
other,48,H,M,3,,N,L,F,D,R,2
IL,40,H,F,3,,N,L,E,A,T,2
MI,25,U,F,1,12,N,L,F,C,C,2
other,49,N,M,0,,N,L,E,D,R,2
CA,2,H,F,2,,N,L,F,A,U,1
IL,48,H,F,3,,N,L,E,D,R,2
other,40,H,F,3,,N,L,F,C,T,2
FL,38,U,M,2,,N,L,F,B,T,2
FL,23,H,F,1,,N,L,F,B,C,1
other,24,N,F,0,,N,L,E,C,C,1
CA,2,N,M,0,,N,L,F,A,U,1
other,40,H,F,3,12,N,L,G,B,R,2
other,36,H,F,2,,N,L,F,D,T,2
TX,14,H,M,3,,N,L,F,B,S,1
other,35,H,M,3,,N,L,D,B,T,1
TX,22,H,M,3,,N,L,F,A,C,1
other,51,N,M,0,,N,L,F,D,R,3
other,34,H,F,2,,N,L,D,D,T,1
other,49,U,M,3,,N,L,E,D,R,2
MI,24,N,F,0,,N,L,F,A,C,1
CA,17,H,F,3,,N,L,E,A,S,2
other,49,H,F,1,,Y,L,D,C,R,2
TX,41,H,F,3,,Y,L,F,C,T,3
other,27,H,M,2,,N,L,F,D,C,2
IL,49,U,M,3,,N,L,F,A,R,2
IL,40,U,F,2,,N,L,F,A,T,2
NC,34,H,M,2,,N,L,G,B,T,1
TX,14,H,F,3,,N,L,F,A,S,1
MI,35,H,M,1,,Y,L,F,C,T,1
MI,51,H,M,2,,Y,L,E,D,R,3
other,8,H,M,2,,N,L,F,B,U,3
CA,3,U,F,2,,N,L,F,A,U,1
MI,40,H,F,2,,N,L,E,B,T,2
CA,11,N,M,0,,N,L,F,A,S,1
MI,17,U,M,3,,N,L,F,A,S,2
IL,5,U,M,1,,N,L,F,A,U,2
CA,12,N,F,0,,N,L,F,A,S,1
WA,49,H,M,2,,N,L,F,A,R,2
other,27,H,M,2,,N,L,F,B,C,2
other,45,H,M,3,,N,L,F,C,R,2
other,30,U,F,3,,N,L,F,B,C,3
other,16,H,F,3,,N,L,G,B,S,2
other,46,U,M,2,,N,L,F,D,R,2
WA,12,U,F,1,,N,L,G,A,S,1
other,8,N,F,0,,N,L,F,B,U,3
CA,3,U,F,2,,N,L,F,A,U,1
CA,19,H,M,3,,N,L,F,A,S,2
other,13,N,F,0,,N,L,G,B,S,1
other,37,H,F,2,,N,L,E,C,T,2
other,21,H,F,3,,N,L,D,A,S,3
GA,14,H,F,3,,N,L,E,A,S,1
other,4,U,M,3,,Y,L,F,B,U,2
WI,36,H,F,3,,N,L,F,D,T,2
WA,40,N,M,0,,N,L,E,C,R,2
CA,9,H,F,3,,N,L,G,A,U,3
CA,13,H,F,3,12,Y,L,F,A,S,1
IN,41,H,F,1,,Y,L,F,B,T,3
other,39,U,F,2,,N,L,D,C,T,2
MI,13,H,F,1,,N,L,E,A,S,1
other,41,H,M,3,,N,L,E,C,T,3
MI,26,U,M,2,,N,L,E,C,C,2
NC,44,H,F,2,,N,L,F,B,R,2
NC,39,U,M,2,,N,L,F,C,T,2
other,40,N,M,0,,N,L,E,D,T,2
IN,36,N,F,0,,N,L,F,C,T,2
NC,43,H,U,3,,N,L,G,C,R,2
WA,17,U,M,1,,N,L,E,A,S,2
FL,20,H,M,3,,N,L,F,B,S,2
other,12,N,M,0,,Y,L,D,A,S,1
IL,49,U,F,2,,N,L,F,C,R,2
other,18,H,F,3,,N,L,F,B,S,2
TX,25,U,F,2,,N,L,G,C,C,2
FL,46,H,F,3,,N,L,E,B,R,2
MI,18,H,F,2,,N,L,E,A,S,2
CA,18,H,M,2,,N,L,F,A,S,2
FL,20,N,F,0,,N,L,F,A,S,2
other,50,U,F,2,,N,L,G,B,R,3
CA,21,H,F,2,,N,L,G,A,S,3
NC,36,U,F,2,,N,L,F,C,T,2
IL,17,U,F,3,,N,L,G,A,S,2
CA,12,N,F,0,,N,L,F,A,S,1
other,43,U,M,3,,N,L,F,C,R,2
IL,43,N,F,0,,N,L,F,D,R,2
TX,18,H,U,3,,N,L,F,A,S,2
IL,35,H,M,3,,N,L,F,B,T,1
CA,24,H,M,3,,Y,L,E,A,C,1
WI,44,H,F,3,,N,L,G,C,R,2
CA,1,H,M,3,,N,L,F,A,U,1
TX,40,H,F,2,,N,L,D,A,R,2
FL,1,H,F,3,,N,L,G,A,U,1
other,40,H,F,3,,N,L,F,B,T,2
other,39,H,F,2,,N,L,F,C,T,2
CA,13,N,F,0,,N,L,F,A,S,1
FL,30,H,M,3,12,N,L,F,C,C,3
CA,19,H,M,3,,N,L,G,A,S,2
other,36,H,M,2,,Y,L,F,C,T,2
other,18,N,F,0,,N,L,E,B,S,2
FL,43,U,F,2,,N,L,G,B,R,2
GA,44,H,M,2,,N,L,F,A,R,2
IL,22,U,F,2,,N,L,F,C,C,1
CA,13,H,M,2,,N,L,F,A,S,1
CA,3,H,F,3,,N,L,F,A,U,1
other,42,H,F,3,,N,L,E,C,R,1
MO,49,U,M,3,12,N,L,F,D,R,2
CA,5,U,M,1,,N,L,F,A,U,2
GA,10,U,F,3,,N,L,G,A,U,4
NC,35,N,M,3,,Y,L,E,B,T,1
MI,20,U,M,2,,N,L,D,B,S,2
IL,41,U,F,3,,N,L,E,C,T,3
CA,5,U,F,2,,N,L,G,A,U,2
FL,10,U,F,2,,N,L,G,A,U,4
IL,35,N,F,0,,N,L,F,A,T,1
IL,22,N,F,0,,N,L,F,A,C,1
CA,20,N,M,0,12,N,L,F,A,S,2
MO,28,H,M,3,,Y,L,G,D,C,2
other,36,H,F,3,,Y,L,G,D,T,2
IL,11,H,M,3,,N,L,F,A,S,1
other,34,N,M,0,,N,L,G,C,T,1
WI,27,H,F,3,,N,L,D,C,C,2
CA,14,N,F,0,,N,L,F,A,S,1
other,44,H,F,3,,N,L,G,D,R,2
other,20,H,M,3,,N,L,F,A,S,2
other,45,U,F,2,,N,L,D,D,R,2
other,35,U,M,3,,N,L,F,C,T,1
other,40,N,F,0,,N,L,F,D,R,2
other,53,N,F,0,,N,L,G,B,R,3
TX,18,H,M,3,,N,L,F,B,S,2
TX,1,U,F,1,12,N,L,G,A,U,1
other,12,H,F,3,,N,L,F,B,S,1
CA,3,U,M,3,,N,L,G,A,U,1
IL,49,U,M,2,,N,L,F,D,R,2
CA,3,U,M,3,,N,L,F,A,U,1
IL,34,U,F,2,,N,L,G,A,T,1
other,27,U,F,3,,N,L,F,B,C,2
TX,49,U,F,2,,N,L,E,B,R,2
CA,10,N,F,0,,N,L,F,A,U,4
TX,41,H,F,2,,Y,L,F,D,T,3
TX,39,H,F,2,,Y,L,G,B,T,2
other,51,U,U,2,,N,L,G,D,R,3
other,36,H,F,2,,N,L,E,C,T,2
CA,13,H,F,3,,N,L,G,A,S,1
other,50,N,F,0,,N,L,G,C,R,3
NC,27,H,M,3,,N,L,F,B,C,2
other,36,N,F,0,,N,L,D,A,T,2
other,44,N,F,0,12,N,L,E,A,R,2
other,30,N,F,0,,N,L,E,B,C,3
MO,41,H,F,2,,N,L,G,C,T,3
CA,9,N,F,0,,N,L,F,A,U,3
other,34,U,M,2,,N,L,E,C,T,1
other,10,N,F,0,,N,L,F,A,U,4
CA,11,N,F,0,,N,L,E,A,S,1
WI,51,U,M,2,,N,L,G,C,R,3
other,12,H,M,3,,N,L,F,B,S,1
TX,24,H,F,3,,N,L,F,C,C,1
CA,8,H,F,3,,N,L,G,A,U,3
other,53,N,F,0,,N,L,E,D,R,3
other,18,H,M,2,,N,L,F,B,S,2
FL,37,H,F,3,,N,L,F,A,T,2
other,22,H,F,3,,N,L,F,C,C,1
CA,35,U,M,2,,N,L,F,C,T,1
GA,51,H,M,2,,N,L,F,D,R,3
MI,16,H,F,3,,N,L,G,A,S,2
WA,22,N,F,0,,N,L,F,C,C,1
FL,9,U,F,3,,N,L,G,A,U,3
other,31,N,M,1,12,N,L,F,B,C,3
TX,3,H,F,2,,N,L,E,B,U,1
IL,53,U,M,2,,N,L,F,D,R,3
CA,27,N,M,0,12,N,L,G,B,C,2
other,47,H,F,2,,N,L,F,B,R,2
other,35,H,F,1,,N,L,F,D,T,1
other,24,H,M,3,,Y,L,F,B,C,1
MI,16,U,M,3,,N,L,E,A,S,2
WA,35,N,F,0,,N,L,E,A,T,1
CA,3,N,M,0,,N,L,G,A,U,1
GA,41,H,M,3,,N,L,F,C,T,3
CA,40,H,F,2,,N,L,G,B,T,2
other,30,H,F,2,,Y,L,F,B,C,3
MI,16,H,M,2,,N,L,F,A,S,2
IN,26,U,U,1,,N,L,G,A,C,2
other,12,H,F,3,,N,L,E,C,S,1
other,30,H,M,3,,N,L,E,B,C,3
WI,38,N,F,0,,N,L,F,B,T,2
CA,1,U,F,2,,N,L,F,A,U,1
other,11,H,M,3,,N,L,E,B,S,1
FL,25,U,F,1,,Y,L,F,B,C,2
IL,35,H,M,3,,N,L,E,B,T,1
TX,34,N,F,0,,N,L,F,C,T,1
CA,15,N,M,0,,N,L,F,A,S,1
FL,29,H,M,3,12,N,L,F,B,C,2
MI,28,H,F,2,,N,L,F,C,C,2
MI,51,U,M,2,,N,L,E,C,R,3
other,16,H,F,3,,N,L,E,A,S,2
other,27,U,F,2,,N,L,F,C,C,2
IN,49,N,F,0,,N,L,F,D,R,2
TX,22,H,M,3,,N,L,E,D,C,1
TX,40,H,M,3,,N,L,E,D,R,2
MI,53,N,F,0,,N,L,F,D,R,3
WA,36,H,M,3,,N,L,F,B,T,2
IN,30,N,F,0,,N,L,F,B,C,3
MO,51,H,F,3,,N,L,F,D,R,3
TX,46,H,M,3,,N,L,D,C,R,2
other,53,N,F,0,,N,L,F,D,R,3
other,12,H,M,1,,N,L,F,B,S,1
CA,10,H,M,3,,N,L,F,A,U,4
other,14,H,M,3,,N,L,G,B,S,1
NC,44,H,F,2,,N,L,F,B,R,2
IL,36,H,F,3,,N,L,D,B,T,2
CA,25,U,F,2,12,N,L,F,B,C,2
other,49,U,M,1,,N,L,F,D,R,2
MO,51,H,M,2,12,N,L,E,D,R,3
other,33,U,M,1,,N,L,F,B,C,3
other,14,U,M,1,,Y,L,G,A,S,1
FL,48,H,M,3,,N,L,E,B,R,2
FL,40,U,F,2,,N,L,D,B,R,2
CA,2,N,M,3,,Y,L,F,A,U,1
other,48,N,F,0,,N,L,F,D,R,2
other,30,N,M,0,,N,L,G,A,C,3
CA,8,H,F,2,,N,L,E,A,U,3
CA,40,N,F,0,,N,L,F,B,T,2
NC,46,H,M,2,,N,L,E,C,R,2
other,45,H,F,2,,N,L,D,D,R,2
TX,41,U,M,2,,N,L,F,B,T,3
other,25,U,F,3,,N,L,F,C,C,2
WA,49,N,F,0,,N,L,F,C,R,2
CA,13,H,F,3,,N,L,F,A,S,1
CA,35,H,F,3,,N,L,G,A,T,1
MO,28,N,M,0,,N,L,E,C,C,2
MI,16,H,F,2,,Y,L,G,B,S,2
TX,46,H,F,2,,N,L,F,D,R,2
WI,10,H,F,2,,N,L,G,B,U,4
CA,2,H,M,2,,N,L,F,A,U,1
MO,27,U,F,3,,N,L,E,B,C,2
CA,46,U,M,2,,Y,L,G,C,R,2
TX,11,H,F,3,,N,L,D,A,S,1
GA,12,N,F,0,,N,L,F,A,S,1
NC,36,H,M,2,,N,L,F,C,T,2
TX,12,H,M,3,,N,L,F,A,S,1
other,39,N,M,0,,N,L,D,A,T,2
other,42,H,M,3,,N,L,E,C,R,1
other,40,H,M,3,,N,L,F,B,T,2
other,41,H,M,3,,Y,L,F,C,T,3
MI,49,H,M,3,,N,L,F,D,R,2
other,34,U,F,1,12,N,L,E,C,T,1
other,27,H,M,3,,N,L,F,C,C,2
TX,2,N,M,0,,N,L,G,A,U,1
MI,13,H,F,3,,N,L,F,A,S,1
CA,11,H,F,1,12,N,L,F,A,S,1
other,9,U,F,2,,N,L,E,B,U,3
CA,40,H,F,3,,N,L,F,B,R,2
other,39,H,M,3,,N,L,F,C,T,2
CA,53,H,F,2,,N,L,E,C,R,3
FL,29,H,F,2,,N,L,G,B,C,2
other,41,N,M,0,,N,L,F,C,T,3
WI,33,U,F,1,0,N,L,F,C,C,3
NC,20,H,F,3,,N,L,E,B,S,2
other,51,U,M,3,,N,L,E,D,R,3
FL,8,U,M,1,,N,L,E,A,U,3
other,34,U,F,1,,N,L,G,B,T,1
IN,36,H,M,3,,N,L,F,D,T,2
other,24,N,F,0,,N,L,F,B,C,1
FL,26,H,F,3,,N,L,F,A,C,2
MI,51,H,F,2,,N,L,G,D,R,3
other,44,U,F,1,,N,L,E,B,R,2
IL,38,U,F,3,,N,L,F,C,T,2
CA,24,H,F,2,,N,L,F,C,C,1
MI,18,H,F,3,,N,L,F,A,S,2
MI,35,H,F,3,,Y,L,F,A,T,1
other,35,H,M,2,,N,L,F,C,T,1
IL,8,H,M,2,,Y,L,E,A,U,3
CA,29,H,F,3,,N,L,G,A,C,2
other,16,N,M,0,,N,L,F,A,S,2
NC,51,H,F,2,,N,L,E,B,R,3
NC,36,N,F,0,,N,L,F,D,T,2
NC,36,H,M,2,,N,L,E,C,T,2
CA,42,N,F,0,,N,L,F,C,R,1
WI,37,U,F,1,,N,L,D,C,T,2
GA,51,N,F,0,,N,L,E,C,R,3
other,49,U,F,3,,N,L,F,D,R,2
MI,43,H,F,3,12,N,L,D,D,R,2
MI,39,U,F,3,,N,L,G,B,T,2
CA,3,H,F,2,12,N,L,E,A,U,1
other,12,H,F,3,,N,L,D,B,S,1
other,40,H,M,2,,N,L,E,D,R,2
IN,23,H,M,3,,N,L,E,C,C,1
other,31,N,F,0,,N,L,D,B,C,3
other,42,U,F,3,,N,L,G,D,R,1
WA,17,N,F,0,,N,L,G,A,S,2
other,1,H,F,3,,N,L,G,B,U,1
FL,30,H,F,3,,N,L,E,B,C,3
other,14,H,M,3,,N,L,F,B,S,1
CA,2,H,F,1,,N,L,F,A,U,1
other,45,U,F,3,,N,L,F,D,R,2
FL,39,H,F,1,,N,L,E,B,T,2
other,41,H,M,3,,N,L,F,C,T,3
other,25,H,F,3,,N,L,F,B,C,2
other,36,H,M,3,,Y,L,D,D,T,2
NC,27,N,M,0,,N,L,F,C,C,2
TX,12,H,M,1,,N,L,E,A,S,1
other,40,H,U,2,,N,L,E,C,R,2
other,43,N,M,0,,N,L,F,D,R,2
WI,49,H,M,2,,N,L,F,D,R,2
NC,51,U,F,3,,N,L,F,C,R,3
MI,8,H,F,2,,N,L,F,A,U,3
TX,45,H,M,3,,N,L,F,D,R,2
CA,12,H,M,3,,Y,L,F,A,S,1
GA,25,H,M,3,12,N,L,E,B,C,2
other,51,N,F,0,,Y,L,G,D,R,3
other,31,N,M,0,,N,L,E,B,C,3
NC,35,N,F,0,,N,L,F,B,T,1
other,48,U,F,2,,N,L,F,D,R,2
WI,8,H,F,3,,N,L,G,B,U,3
IL,12,H,F,3,,N,L,F,A,S,1
other,38,U,M,2,12,N,L,F,C,T,2
NC,51,H,M,2,,N,L,F,C,R,3
GA,51,U,U,3,,N,L,G,D,R,3
MI,49,H,F,3,,N,L,E,D,R,2
NC,28,H,M,2,,N,L,F,C,C,2
other,11,H,F,3,,N,L,G,B,S,1
CA,1,H,F,3,,N,L,E,A,U,1
other,41,N,F,0,,N,L,F,D,T,3
other,36,U,M,2,,N,L,F,B,T,2
CA,6,U,M,2,,N,L,F,A,U,2
other,18,H,F,2,,N,L,E,B,S,2
other,49,H,M,3,,Y,L,F,C,R,2
other,43,N,F,0,,N,L,F,D,R,2
other,49,U,F,2,,N,L,E,D,R,2
CA,18,U,F,3,,N,L,F,A,S,2
CA,35,N,F,0,,N,L,G,B,T,1
other,27,U,F,2,,N,L,F,C,C,2
other,39,N,M,0,,N,L,E,B,T,2
FL,37,N,F,0,,Y,L,F,B,T,2
other,48,U,F,2,,N,L,E,D,R,2
other,26,H,F,2,,N,L,F,D,C,2
IL,26,U,F,1,,N,L,G,A,C,2
MO,1,U,F,3,,N,L,G,A,U,1
MI,46,H,M,2,,Y,L,E,D,R,2
other,35,H,F,3,,N,L,F,A,T,1
CA,2,H,M,2,,N,L,F,A,U,1
other,16,U,F,2,,N,L,G,B,S,2
WA,46,H,M,2,,N,L,G,C,R,2
IN,51,N,M,0,,N,L,F,D,R,3
other,23,N,F,0,,N,L,E,A,C,1
CA,15,U,F,2,,N,L,F,A,S,1
FL,29,U,F,3,,N,L,D,A,C,2
other,51,N,F,0,,N,L,F,D,R,3
IL,13,H,F,1,,N,L,E,A,S,1
CA,27,N,F,0,,Y,L,E,C,C,2
other,40,U,F,2,,N,L,E,B,T,2
IL,2,H,M,3,,Y,L,F,A,U,1
other,20,H,M,3,,N,L,E,B,S,2
other,36,H,F,3,,N,L,E,C,T,2
TX,18,N,M,0,,N,L,F,A,S,2
MO,2,U,M,2,,N,L,G,B,U,1
IN,16,N,F,0,,N,L,D,A,S,2
other,51,H,M,2,,N,L,F,D,R,3
TX,41,H,M,3,,N,L,G,A,T,3
other,30,N,F,0,,N,L,E,B,C,3
other,11,U,M,2,,N,L,E,A,S,1
MI,23,H,M,3,,N,L,E,B,C,1
CA,28,H,F,3,,N,L,E,B,C,2
TX,15,U,M,3,,N,L,G,B,S,1
WI,45,H,F,3,,N,L,F,D,R,2
IN,32,H,M,3,,Y,L,G,B,C,3
other,12,H,M,2,,N,L,F,B,S,1
other,25,N,F,0,,N,L,D,C,C,2
CA,1,N,F,0,12,N,L,E,A,U,1
CA,37,U,F,2,12,N,L,E,A,T,2
IL,14,H,M,3,,N,L,F,A,S,1
TX,48,U,F,2,,Y,L,F,C,R,2
other,35,H,M,2,,N,L,F,A,T,1
other,51,N,F,0,,N,L,F,D,R,3
TX,21,N,F,0,,N,L,F,B,S,3
FL,21,U,M,2,,N,L,E,A,S,3
MO,11,H,M,3,,N,L,G,A,S,1
other,32,H,F,2,,N,L,F,B,C,3
CA,16,H,M,3,,Y,L,D,A,S,2
NC,49,U,M,3,,N,L,G,D,R,2
other,18,N,M,0,,N,L,F,B,S,2
NC,47,N,F,0,,N,L,F,C,R,2
IL,10,N,F,0,,N,L,D,A,U,4
other,47,U,M,3,,N,L,G,D,R,2
other,16,N,M,0,,N,L,F,B,S,2
NC,40,H,F,3,,N,L,F,B,T,2
TX,1,N,F,0,,N,L,F,A,U,1
other,24,H,M,2,,N,L,G,B,C,1
WA,9,N,F,0,,N,L,F,A,U,3
GA,27,N,F,0,,N,L,D,A,C,2
MO,45,U,M,3,,N,L,E,D,R,2
CA,22,H,F,2,,N,L,G,A,C,1
